Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Avg_Confidence,Page_Num
NUMB MUM OF SAMPLES,,,7,8,9,8,9,8,5,,4,1,5,,,93.7,22
MAX I,,54,187,56,85,208,88,66,60,27,36,33,34,,,91.2,22
AVERAGE,,33,65,37,39,59,44,45,42,25,20,33,29,,,94.5,22
MIN I MUM,,9,19,18,9,20,26,32,28,24,8,33,22,,,92.1,22
ACADI A NATNL PARK ME,57,,,,,,,,,,,,,,,90.2,22
NUMBER OF SAMPLES,,,,,2,2,1,3,2,2,1,3,2,,,95.6,22
MAX MUM,,,,,35,44,102,50,28,37,33,52,41,,,94.6,22
AVERAGE,,,,,27,42,102,36,27,36,33,39,36,,,95.7,22
MIN I MUM,,,,,20,41,102,28,26,35,33,28,31,,,88.2,22
WORCESTER COUNTY MO,57,,,,,,,,,,,,,,,91.2,22
NUMBER OF SAMPLES,,,,,,,,,4,4,3,5,3,,,92.2,22
MAX 1 MUM,,,,,,,,69,74,57,77,94,72,,,85.3,22
AVERAGE,,,,,,,,58,63,49,62,70,58,,,95.3,22
MIN MUM,,,,,,,,48,52,40,49,37,46,,,94.8,22
SHENANDOAH PARK VA,57,,,,,,,,,,,,,,,93.8,22
NUMBER OF SAMPLES,,,,,,3,4,3,3,3,3,4,2,,,95.7,22
MAX I MUM,,,,,,53,38,56,42,38,30,41,37,,,90.8,22
AVERAGE,,,,,,36,30,48,38,26,27,25,29,,,95.9,22
MIN I MUM,,,,,,28,,39,35,21,25,14,22,,,85.9,22
HOLLY RIVER PK W VA,57,,,,,,,,,,,,,,,86.3,22
NUMBER OF SAMPLES,,,,,,2,3,4,4,4,3,3,,,,95.3,22
MAX I MUM,,,,,,39,76,50,56,28,40,29,19,,,88.4,22
AVERAGE,,,,,,33,44,40,53,22,29,20,17,,,93.8,22
MIAN 1 MUM,,,,,,28,28,27,47,15,19,13,16,,,87.6,22
FL ORIODA KEYS FLORIDA,57,,,,,,,,,,,,,,,82.8,22
NUMBER OF SAMPLES,,,,,,,,,1,4,,3,,,,95.3,22
MAX I MUM,,,,,,,,,25,47,39,29,46,,,89.4,22
AVERAGE,,,,,,,,,25,30,23,20,31,,,95.8,22
MIN J MUM,,,,,,,,,25,13,11,10,20,,,91.1,22
OA TLAND ISLAND GA,57,,,,,,,,,,,,,,,75.0,22
NUMBER OF SAMPLES,,,,,,2,2,2,2,1,3,,2,,,93.5,22
MAX I MUM,,,,,,41,43,56,33,22,130,32,36,,,90.9,22
AVERAGE,,,,,,39,40,51,53,22,74,30,33,,,92.3,22
MIN MUM,,,,,,37,37,46,53,22,44,29,30,,,92.2,22
JA CKSON COUNTY MISS,57,,,,,,,,,,,,,,,93.6,22
NUMBER OF SAMPLES,,,,,,,,,4,3,5,3,5,,,95.2,22
MAX I MUM,,,,,,,,,50,31,71,44,223,,,88.9,22
AVERAGE,,,,,,,,,41,25,43,31,64,,,95.5,22
MIN MUM,,,,,,,,,27,17,16,23,20,,,94.1,22
FT DONELSON TENN,57,,,,,,,,,,,,,,,93.2,22
NUMBER OF SAMPLES,,,,,1,2,2,3,2,2,2,2,1,,,95.4,22
MAX 1 MUM,,,,,60,71,36,37,79,48,48,55,38,,,90.2,22
AVERAGE,,,,,60,59,32,30,57,44,40,49,38,,,93.0,22
MIEN MUM,,,,,60,47,28,22,35,41,33,43,38,,,94.4,22
SA COUNTY MLL,57,,,,,,,,,,,,,,,85.2,22
NUMBER OF SAMPLES,,,,1,2,1,2,2,2,2,1,2,1,,,94.5,22
MAX I MUM,,,,39,37,65,64,66,82,97,122,113,59,,,90.8,22
AVERAGE,,,,39,35,65,62,65,69,81,122,78,59,,,92.7,22
MIN I MUM,,,,39,34,65,60,64,57,65,122,44,59,,,89.5,22
HURON COUNTY MICH,57,,,,,,,,,,,,,,,92.2,22
NUMBER OF SAMPLES,,,2,1,,2,4,4,4,4,5,4,4,,,92.8,22
MAX t MUM,,,24,75,,60,80,72,44,1 32,111,79,33,,,93.6,22
AVERAGE,,,17,75,,46,46,54,34,57,43,40,21,,,86.2,22
MIN I MUM,,,10,75,,32,31,27,24,16,5,is,,,,84.8,22
ELLIS COUNTY KANSAS,57,,,,,,,,,,,,,,,92.5,22
NUMBER OF SAMPLES,,,,,,1,1,2,2,1,2,,2,,,95.0,22
MAX MUM,,,,,,18,40,61,103,26,23,,37,,,95.4,22
AVERAGE,,,,,,18,40,58,95,26,,,32,,,95.7,22
MIN I MUM,,,,,,18,40,55,87,26,19,,28,,,84.8,22
COOK COUNTY MINN,,,,,,,,,,,,,,,,78.3,22
NUMBER OF SAMPLES,,,,2,1,3,2,1,3,2,,2,2,,,94.8,22
MAX MUM,,,,42,42,139,Be,202,157,118,,34,19,,,91.9,22
AVERAGE,,,,33,42,89,51,202,9e2,82,,26,18,,,92.4,22
MIN MUM,,,,25,42,34,21,202,23,47,,19,17,,,89.7,22
SHANNON COUNTY MO,,,,,,,,,,,,,,,,95.3,22
NUMBER OF SAMPLES,,,,,,,,,1,4,4,4,,,,94.9,22
MAX I MUM,,,,,,,,,41,57,75,32,41,,,84.5,22
AVERAGE,,,,,,,,,41,42,44,24,30,,,95.7,22
MIN MUM,,,,,,,,,41,21,23,13,25,,,92.1,22
PT WORONZOF ALASKA,55 57,,,,,,,,,,,,,,,90.6,22
NUMBER OF SAMPLES,,3,3,6,5,7,4,5,6,5,5,7,7,,,91.7,22
MAX 1 MUM,,51,11,129,34,120,25,158,106,68,65,295,40,,,89.5,22
AVERAGE,,48,9,35,18,43,15,58,32,28,31,79,24,,,94.8,22
MIN J MUM,,46,7,11,8,11,11,13,8,13,5,17,13,,,90.2,22
GRAND CANYON ARIZ,57,,,,,,,,,,,,,,,89.5,22
NUMBER OF SAMPLES,,,,,,,2,3,3,4,5,4,5,,,94.7,22
MAX I MUM,,,,,,,39,38,61,27,16,15,20,,,91.1,22
AVERAGE,,,,,,,32,24,26,18,10,8,11,,,95.0,22
MIN MUM,,,,,,,26,17,,13,6,5,3,,,93.4,22
WAIMA NOLO HAWAII,57,,,,,,,,,,,,,,,83.0,22
NUMBER OF SAMPLES,,2,2,,2,2,2,,2,2,,,1,,,92.1,22
MAX MUM,,30,37,40,40,35,26,34,31,47,66,84,85,,,94.6,22
AVERAGE,,26,37,38,37,30,25,31,30,39,58,81,,,,94.3,22
MIN I MUN,,23,37,36,35,26,25,28,29,32,51,79,85,,,90.8,22
